Id,Name,Status,Sector,Type,Phase,Specialization,ExamNo,Province,District_Municipality,Local_Municipality,Postal_Code
800018002,Petrus Maziya Primary School,Operational,Public,Ordinary School,Primary School,Full Service,Nan,Mp,Gert Sibande District Municipality,Govan Mbeki Local Municipality,
800018069,Phakama Primary School,Operational,Public,Ordinary School,Combined School,Full Service,Nan,Mp,Nkangala District Municipality,Emalahleni Local Municipality,
800018077,Phakama Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Ehlanzeni District Municipality,Thaba Chweu Local Municipality,
800018085,Phakamani Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Ehlanzeni District Municipality,Nkomazi Local Municipality,
800018093,Phakani Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Ehlanzeni District Municipality,Mbombela Local Municipality,
800018101,Phake Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Dr Js Moroka Local Municipality,
800018119,Phakgamang Primary School,Operational,Public,Ordinary School,Primary School,Full Service,Nan,Mp,Nkangala District Municipality,Dr Js Moroka Local Municipality,
800018127,Phambanisa Primary,Operational,Public,Ordinary School,Primary School,Full Service,Nan,Mp,Ehlanzeni District Municipality,Nkomazi Local Municipality,
800018135,Phambili Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,6354102,Mp,Nkangala District Municipality,Thembisile Local Municipality,
800018143,Phambili Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,6110509,Mp,Gert Sibande District Municipality,Chief Albert Luthuli Local Municipality,
800018150,Phanagela Primary School,Operational,Public,Ordinary School,Intermediate School,Ordinary School,Nan,Mp,Nkangala District Municipality,Thembisile Local Municipality,
800018184,Phaphamani Primary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Mp,Nkangala District Municipality,Thembisile Local Municipality,
800018192,Phaphamani Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,Nan,Mp,Nkangala District Municipality,Victor Khanye Local Municipality,
800018200,Phatfwa Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,6242305,Mp,Ehlanzeni District Municipality,Mbombela Local Municipality,
800018226,Phelwane Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Thembisile Local Municipality,
800018242,Phembindlela Primary School,Operational,Public,Ordinary School,Primary School,Full Service,Nan,Mp,Gert Sibande District Municipality,Dr Pixley Ka Isaka Seme Local Municipality,
800018275,Phezukwentaba Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Gert Sibande District Municipality,Lekwa Local Municipality,
800018283,Phillip Ndimande Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,6305201,Mp,Nkangala District Municipality,Emalahleni Local Municipality,
800018291,Phindela Primary School,Operational,Public,Ordinary School,Primary School,Boarding School,Nan,Mp,Ehlanzeni District Municipality,Nkomazi Local Municipality,
800018317,Phiva Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,6606047,Mp,Ehlanzeni District Municipality,Nkomazi Local Municipality,
800018358,Pholani Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Ehlanzeni District Municipality,Mbombela Local Municipality,
800018382,Phopolo Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Dr Js Moroka Local Municipality,
800018416,Phumula Primary School,Operational,Public,Ordinary School,Primary School,Full Service,Nan,Mp,Gert Sibande District Municipality,Msukaligwa Local Municipality,
800018424,Phumula Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,6262501,Mp,Ehlanzeni District Municipality,Nkomazi Local Municipality,
800018432,Phumulani Primary School,Operational,Public,Ordinary School,Primary School,Full Service,Nan,Mp,Gert Sibande District Municipality,Chief Albert Luthuli Local Municipality,
800018457,Phumzile Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,6354002,Mp,Nkangala District Municipality,Thembisile Local Municipality,
800018465,Phuthumani Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Thembisile Local Municipality,
800018481,Phuzamanzi Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Gert Sibande District Municipality,Lekwa Local Municipality,
800018523,Piet Retief Combined School,Operational,Public,Ordinary School,Combined School,Ordinary School,6121004,Mp,Gert Sibande District Municipality,Mkhondo Local Municipality,
800018531,Pieter Mabuza Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Gert Sibande District Municipality,Msukaligwa Local Municipality,
800018564,Pine Ridge Combined School,Operational,Public,Ordinary School,Combined School,Ordinary School,6305105,Mp,Nkangala District Municipality,Emalahleni Local Municipality,
800018671,Potsanyane Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Dr Js Moroka Local Municipality,
800018705,Prim Re Skool Kellysville,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Ehlanzeni District Municipality,Thaba Chweu Local Municipality,
800018713,Prince Sj Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Dr Js Moroka Local Municipality,
800018721,Prof S S Repinga Primary School,Operational,Public,Ordinary School,Combined School,Ordinary School,6262711,Mp,Ehlanzeni District Municipality,Nkomazi Local Municipality,
800018770,Pungutsha Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,Nan,Mp,Nkangala District Municipality,Dr Js Moroka Local Municipality,
800018796,Qalabocha Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Gert Sibande District Municipality,Dipaleseng Local Municipality,
800018812,Qalani Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Gert Sibande District Municipality,Mkhondo Local Municipality,
800018820,Qambekile Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Gert Sibande District Municipality,Msukaligwa Local Municipality,
800018846,Qedela Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,Nan,Mp,Gert Sibande District Municipality,Mkhondo Local Municipality,
800018853,Qedudlame Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Thembisile Local Municipality,
800018903,Qhubekani Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Thembisile Local Municipality,
800018911,Qhubekani Primary School,Operational,Public,Ordinary School,Primary School,Full Service,Nan,Mp,Gert Sibande District Municipality,Mkhondo Local Municipality,
800018929,Qhubulwazi Combined School,Operational,Public,Ordinary School,Combined School,Ordinary School,6121102,Mp,Gert Sibande District Municipality,Dr Pixley Ka Isaka Seme Local Municipality,
800018952,Qondulwazi Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,6191701,Mp,Gert Sibande District Municipality,Lekwa Local Municipality,
800018960,Radijoko Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Dr Js Moroka Local Municipality,
800018986,Rakau Combined School,Operational,Public,Ordinary School,Intermediate School,Ordinary School,Nan,Mp,Nkangala District Municipality,Dr Js Moroka Local Municipality,
800019000,Ramabale Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Dr Js Moroka Local Municipality,
800019018,Ramabifi Primary School,Operational,Public,Ordinary School,Primary School,Full Service,Nan,Mp,Nkangala District Municipality,Dr Js Moroka Local Municipality,
800019034,Ramanchaane Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Dr Js Moroka Local Municipality,
800019042,Ramantsho Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Dr Js Moroka Local Municipality,
800019075,Ramodiegi Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Dr Js Moroka Local Municipality,
800019083,Ramokgeletsane Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Dr Js Moroka Local Municipality,
800019117,Ramoshidi Secondary School,Operational,Public,Ordinary School,Secondary School,Mathematics Science,6374501,Mp,Nkangala District Municipality,Dr Js Moroka Local Municipality,
800019133,Rankaila Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Dr Js Moroka Local Municipality,
800019174,Ratlhahana Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,800019174,Mp,Nkangala District Municipality,Dr Js Moroka Local Municipality,
800019190,Reatlegile Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Steve Tshwete Local Municipality,
800019216,Redhill Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Gert Sibande District Municipality,Chief Albert Luthuli Local Municipality,
800019281,Rekwele Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Dr Js Moroka Local Municipality,
800019331,Retang Primary School,Operational,Public,Ordinary School,Primary School,Full Service,Nan,Mp,Nkangala District Municipality,Thembisile Local Municipality,
800019349,Rethabile Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Dr Js Moroka Local Municipality,
800019364,Retsebile Primary School,Operational,Public,Ordinary School,Primary School,Full Service,Nan,Mp,Gert Sibande District Municipality,Lekwa Local Municipality,
800019380,Rev Sa Nkosi Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,6110505,Mp,Gert Sibande District Municipality,Chief Albert Luthuli Local Municipality,
800019414,Rietkol Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Victor Khanye Local Municipality,
800019448,Ring Kink Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Gert Sibande District Municipality,Msukaligwa Local Municipality,
800019471,Robert Carruthers Primary School,Operational,Public,Ordinary School,Primary School,Comprehensive,Nan,Mp,Nkangala District Municipality,Emalahleni Local Municipality,
800019505,Rondavel Primary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Mp,Gert Sibande District Municipality,Lekwa Local Municipality,
800019547,Roodebank Primary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Mp,Gert Sibande District Municipality,Govan Mbeki Local Municipality,
800019646,Sabatha Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Ehlanzeni District Municipality,Nkomazi Local Municipality,
800019687,Harmony Hill Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Ehlanzeni District Municipality,Thaba Chweu Local Municipality,
800019703,Sakhe Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Dr Js Moroka Local Municipality,
800019711,Sakhile Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Nkangala District Municipality,Thembisile Local Municipality,
800019729,Sakhile Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,6247006,Mp,Ehlanzeni District Municipality,Mbombela Local Municipality,
800019737,Sakhisizwe Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,201327,Mp,Gert Sibande District Municipality,Govan Mbeki Local Municipality,
800019752,Salem Primary School,Operational,Public,Ordinary School,Combined School,Ordinary School,Nan,Mp,Gert Sibande District Municipality,Mkhondo Local Municipality,
800019778,Salubindza Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Ehlanzeni District Municipality,Mbombela Local Municipality,
800019786,Sambo Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Ehlanzeni District Municipality,Nkomazi Local Municipality,
800019802,Samora Machel Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,Nan,Mp,Ehlanzeni District Municipality,Nkomazi Local Municipality,
800019836,Phumelele Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Gert Sibande District Municipality,Chief Albert Luthuli Local Municipality,
800019844,Sandzile Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Ehlanzeni District Municipality,Mbombela Local Municipality,
800019877,Sangqotho Primary School,Operational,Public,Ordinary School,Primary School,Boarding School,Nan,Mp,Gert Sibande District Municipality,Dr Pixley Ka Isaka Seme Local Municipality,
800019927,Sasolia Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,Nan,Mp,Gert Sibande District Municipality,Govan Mbeki Local Municipality,
800019968,Schoemansdal School,Operational,Public,Ordinary School,Combined School,Ordinary School,P6606085,Mp,Ehlanzeni District Municipality,Nkomazi Local Municipality,
